PC1_Scores,PC2_Scores
-528.624553732132,0.8041557254500277
-552.5551220715304,0.7777135834639691
-571.915014349826,0.9825292746775862
-557.357131150189,0.7840593125947543
-636.2901638302828,0.5118325695575721
-634.1945213277089,0.8899672163537584
-642.1315325115172,0.7018596070226295
-648.2406640885316,0.5788147349361372
-712.2543409724982,0.5939661490113073
-584.2031026591806,1.316621118457774
-718.0760638084432,0.7857593898989703
-658.0770265890163,0.9258363213506832
-689.1178643197621,1.1084249283062109
-662.4479817271804,0.8625966605483952
-614.9691511862624,1.062505558741893
-659.9008143049762,0.9717810440662583
-595.9486901726972,1.168910904222332
-628.5402974814862,0.8416873903168991
-633.1746390121449,0.7107555441841963
-638.0571115030934,0.6847900475717235
-530.4847582224489,1.5410794338053622
53.65730948241956,2.8146046045481476
-192.4420121458506,1.786916331160728
-163.9119854890354,2.050797933495438
-147.93208828631555,2.3329563175724
420.93243843173286,1.4386720199373335
385.64365009364855,2.0883298795191894
-180.58552846812293,2.0921255186419785
-152.75720190065744,2.3033728516172065
-166.72381823313611,2.297369211893505
-259.95595664170503,1.9528252383056337
-141.7136394169711,2.159884690330297
352.6135603761574,1.6867893828184382
374.86899467678137,1.674002109857413
100.13599874389557,1.2142247831472937
211.11875390478727,0.8581416620988523
-532.8950503656929,2.620978481076232
-559.4476586744673,3.7966617654046573
-578.1319969070606,2.8648776607927102
-48.313702383773844,1.5111211529715913
-125.0338175204312,1.313436883171859
127.94736022088938,-1.229885289852741
182.63003881478716,-1.2840850099136956
-70.20081534010102,-1.5895778308090749
672.867260080704,0.7939107369636251
212.10947220990403,-1.257487572003283
757.7304746057943,1.3592718914310735
-236.956454932058,-0.44275228760834123
17.836657322047458,-1.1151041101782553
100.49929650691145,-1.6952062910042536
-89.56635386920645,-0.9881481144853467
480.716825351708,1.7572051644124351
394.51176776824013,0.875384966779315
67.7769796030878,-0.6394172117372392
524.0708652093623,-0.014127552354512681
39.902939780972474,-1.242969066804616
-8.362721631011103,-0.3114852049629916
966.7266338923084,1.005962258755358
309.385779490887,-0.19363410456319144
-74.85648570568843,-0.9552739638064148
174.58648290654708,0.40821605201219113
577.2471775600454,-0.41448666931765693
148.0893765897697,-0.42463271794887664
-105.86198604954956,-0.21634072487891912
162.16334011573252,-1.614697253349252
247.39256881191758,-0.4773959951030966
56.57616695195881,-0.5009626051336757
-122.32028365106522,-1.767203295571969
129.48359833596552,-1.29304323172343
-47.93823146166163,-1.804481364567758
-35.4701282720992,-0.6895519378699706
454.44134901175204,2.1407786488734697
-127.95612812232461,-0.05092890380118362
-382.0255301452468,-0.4788375240672552
165.42298766161127,0.040463435796505076
77.43571146064005,-0.1406550368234482
982.194878093048,1.4107894405549082
558.5733120155709,0.8424672507126869
507.35914405274764,0.4294701975594922
422.53961029292884,0.09081866542374753
532.0682450128847,0.5936060843382244
267.17311191430286,0.3694677283064848
513.2636627043121,0.5461814638490086
177.95612866168733,-0.14489088526966562
604.6368148363005,-0.5585735232311845
23.438512929221414,-0.9561016487365135
-13.249682842187646,-1.1876437907591626
886.6757329921468,0.6010933467245144
113.54839237698322,-0.4210380654159933
-85.73265846212792,-0.878577094942314
43.64155064154219,-1.4031556891203318
-3.4334051327091704,-0.8359239543567498
1103.007164112516,0.6928607804317679
-63.11796741955858,-2.505708111168891
-166.72463048048235,-0.6269673087331082
93.29231673314072,-0.8198771584199093
-85.79104601071172,-0.08501080333923658
-25.49973524836011,-1.2377929046920335
578.3742854676437,0.7479420757332358
120.27891903701165,-1.7359821063123573
205.26077424301357,-0.14776013609635338
-5.156679446784027,-0.6694908038173923
6.673345029852311,-1.0922834283394176
391.4216867026061,0.9917809793816676
103.73895237232348,0.2555020421589844
-156.86044218929544,-0.9352066628471271
9.631203657254646,-0.7530877108533547
584.1890974578353,0.7016302731062494
62.794539209535635,-0.41061933673950474
-317.14557447485447,-0.44819837957718134
684.5318640750177,0.6671299029827308
53.270574888917565,0.09388464404937195
1022.8948080743249,1.7899911732941887
575.4319420666484,1.1602961410276995
454.3602587519737,0.9847458411174995
520.3841150868748,0.4842504750684076
-161.7653015885217,-0.07382460298811962
-137.3505825695119,-0.49994623646991887
181.4984508408452,-1.7715597601899062
42.16155916430533,-0.010504982017717083
749.6576172592033,0.27959419264810415
24.569520504139646,-0.4406813913714826
-89.11027223317588,-1.8677278469490581
-139.7108823803512,-1.6458691875545488
-142.47388199153522,-0.4388825182153705
921.9411321020011,0.5626697690636557
190.77008512748472,-0.6380041030399797
839.6000517983744,0.4215981928988741
0.5332877934832361,-0.7605249519604874
182.3771681370756,-0.4391816717195055
300.36547887141063,0.6286050389064545
-124.85106604518724,-0.8516070851698694
1155.4308547655403,1.3636855156431176
-100.96048961079558,-0.2331756585306085
152.41992861395667,-0.6657777941204702
-387.1591446385632,-0.793216464991654
-81.77082216612186,-0.8361544817049059
-36.79888191174433,-0.6048994052720233
-28.71367892697815,-2.282300314834821
273.2651462375734,-1.79561467369517
-375.8094084011921,0.3149869330961396
337.63025671314955,-0.4916537671338639
-408.27025712770745,-0.38947878513554146
1081.1433795955716,1.346801573950221
134.88488616765287,0.2752537614214853
-317.28392402786335,-1.0882827504734125
307.61910894264616,-0.28074665551342654
100.7794979422158,-0.7057731703652703
86.84097639195404,-0.9838169113468099
-70.04784847849089,-0.3347459707980962
69.88988831074302,-1.1744107010121387
9.92648488043456,-1.5887510904952646
-248.67690418192825,-0.8748437489340717
-215.6578535693993,-0.7915073148613642
-356.1374555371331,-0.5424121009961531
73.64268669751179,-1.5202653964185724
2.551041800245657,-0.2105637263595343
-267.87781241944197,-0.609413398266395
37.20085103657484,-1.2769903091634998
59.35128307650954,-1.446217971025103
833.2350556512793,0.4961271496708811
-272.16266745449377,-0.9545756984877727
-7.708104523007183,-0.42484145613229696
37.777576438619036,-1.3807012366541707
109.22377291259858,-0.563918744923216
397.2374317171894,-0.3842708974125654
963.76208768575,1.0880275196466478
-57.54419897169883,-0.2383612855758671
194.53177585352685,0.15173900346403035
191.7325474080164,-0.36108255070746714
-156.17359430454837,-0.4816787615181331
-223.75349627147585,-0.832333144974413
17.70742873489641,-0.9694149715931348
384.72522209407947,1.3586011703304766
-614.7819796969015,0.12748633776267707
-577.7313296333086,0.0762222978762652
-622.2146169461984,-0.17920761021465687
-707.2116846817926,0.01853459095540024
-418.01481711840233,-1.0223625632736109
-144.23067607511803,-0.9439332489540119
133.36914101692153,-0.9888542530785855
-2.0327664389754028,-1.2583534223890882
78.27785232608181,-1.6160232980544662
36.13467039956899,-1.6598996751329191
223.02779320045892,-1.39263290720798
-48.95271752975707,-2.408274757123823
-338.7144775703616,-1.1434335578910875
-78.8549772201472,-1.237883027002385
225.9903353615915,-1.2332180393788161
-73.60693338163401,-2.155350601463523
-110.94234145234891,-1.235823394704907
-647.2080848988751,-0.1326172369548606
-379.441215617536,-0.29221741675927676
-118.34540854406984,-0.9947203137130408
-551.2114316820965,-0.46912429866240796
-12.02039951779114,-1.4739879306523038
42.39795551214043,-1.882091163952202
-596.4261509075853,1.2156267262213862
-227.69094616770127,0.5949521192600076
11.362274800557687,0.9811029732349864
57.109916188661416,1.0135954358989874
-144.84930261841805,0.7308753070358349
-64.47214108276752,1.1201912459013423
-403.33662576497176,1.1273576615490914
-607.6070408581494,1.2240993504349986
-619.0499506259268,1.6096743649036043
-514.0652295558565,0.38001491166451495
-217.82319544405334,0.3683136873759477
-90.20834641880722,1.107645380417797
-493.33496041404373,0.6745558716685689
